SAP Num,Manufacturer part no.,Base model code,Processor,Memory,HDD,Graphics,Mouse and Trackpad,Keyboard Options,VESA Mount,Power,Colour,Stock,ALP,DAC
5173178,Z0VT_129_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2806.666667,2725.26
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2839.996667,2757.34
5167154,Z0VT_64_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3036.666667,2948.82
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3069.996667,2980.9
5173355,Z0VT_208_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3078.336667,2988.92
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3111.666667,3021
5173356,Z0VT_209_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3144.166667,3053.08
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3177.496667,3085.16
5167114,Z0VT_25_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2699.166667,2621
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2732.496667,2653.08
5173179,Z0VT_130_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2740.836667,2661.1
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2774.166667,2693.18
5173180,Z0VT_131_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2806.666667,2725.26
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2839.996667,2757.34
5167155,Z0VT_65_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3036.666667,2948.82
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3069.996667,2980.9
5173357,Z0VT_210_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3078.336667,2988.92
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3111.666667,3021
5173358,Z0VT_211_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3144.166667,3053.08
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3177.496667,3085.16
5167115,Z0VT_2000478138_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2849.166667,2766.37
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2882.496667,2798.45
5173201,Z0VT_132_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2890.836667,2806.47
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2924.166667,2838.55
5173202,Z0VT_133_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2956.666667,2870.63
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2989.996667,2902.71
5167156,Z0VT_66_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3186.666667,3094.19
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3219.996667,3126.27
5173359,Z0VT_212_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3228.336667,3134.29
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3261.666667,3166.37
5173360,Z0VT_213_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3294.166667,3198.45
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3327.496667,3230.53
5167116,Z0VT_27_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3149.166667,3058.1
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3182.496667,3090.18
5173203,Z0VT_134_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3190.836667,3098.2
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3224.166667,3130.28
5173204,Z0VT_135_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3256.666667,3162.36
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3289.996667,3194.44
5167157,Z0VT_67_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3486.666667,3385.92
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3519.996667,3418
5173381,Z0VT_214_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3528.336667,3426.02
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3561.666667,3458.1
5173382,Z0VT_215_UK_CTO,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,3594.166667,3490.18
,NOT YET CONFIGURED,MRR12B/A,3.7GHz 6-core 9th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB SSD,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,3627.496667,3522.26
5135539,Z0VT_2000413442_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2174.166667,2109.73
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2207.496667,2141.81
5167172,Z0VT_82_UK_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2215.836667,2149.83
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2249.166667,2181.91
5167173,Z0VT_2000440694_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2281.666667,2213.99
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2314.996667,2246.07
5167130,Z0VT_2000421245_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2511.666667,2437.55
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2544.996667,2469.63
5167179,Z0VT_2000426023_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2553.336667,2477.65
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2586.666667,2509.73
5167180,Z0VT_163_UK_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2619.166667,2541.81
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2652.496667,2573.89
5167101,Z0VT_2000413456_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2249.166667,2182.91
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2282.496667,2214.99
5173123,Z0VT_104_UK_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2290.836667,2223.01
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2324.166667,2255.09
5173124,Z0VT_105_UK_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2356.666667,2287.17
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2389.996667,2319.25
5167141,Z0VT_2000414679_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2586.666667,2510.73
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2619.996667,2542.81
5173291,Z0VT_184_UK_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2628.336667,2550.83
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2661.666667,2582.91
5173292,Z0VT_185_UK_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2694.166667,2614.99
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro Vega 48 with 8GB HBM2 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2727.496667,2647.07
5167102,Z0VT_2000412756_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2249.166667,2182.91
,NOT YET CONFIGURED,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2282.496667,2214.99
5173125,Z0VT_2000414682_CTO,MRR12B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro 580X with 8GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2290.836667,2223.01
