SAP Num,Manufacturer part no.,Base model code,Processor,Memory,HDD,Graphics,Mouse and Trackpad,Keyboard Options,Power,Colour,Stock,ALP,DAC
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",32GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6231.67,5903.86
4573699,Z0UR_2000332475_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,4982.5,4835.19
4573855,Z0UR_2000335055_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5024.17,4875.29
4573856,Z0UR_2000334073_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5106.67,4955.49
4573736,Z0UR_ 2000348996_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5395,5236.19
4573784,Z0UR_2000333374_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5436.67,5276.29
4573785,Z0UR_2000333373_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5519.17,5356.49
5291022,Z0UR_2000427288_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5507.5,5345.47
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5549.17,5385.57
5358013,Z0UR_2000439747_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5631.67,5465.77
4573718,Z0UR_2000332494_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5282.5,5126.92
4573891,Z0UR_2000334108_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5324.17,5167.02
4573892,Z0UR_2000334109_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5406.67,5247.22
4573754,Z0UR_2000404666_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5695,5527.92
4573820,Z0UR_2000333325_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5736.67,5568.02
4573821,Z0UR_2000332468_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5819.17,5648.22
5395868,Z0UR_2000446618_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5807.5,5637.2
5352768,Z0UR_2000438259_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5849.17,5677.3
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5931.67,5757.5
4573719,Z0UR_2000332495_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5882.5,5565.01
4573893,Z0UR_2000334110_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5924.17,5605.11
4573894,Z0UR_2000334111_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6006.67,5685.31
4573755,Z0UR_2000332189_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6295,5966.01
4573822,Z0UR_2000333272_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6336.67,6006.11
4573823,Z0UR_2000333271_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6419.17,6086.31
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6407.5,6075.29
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6449.17,6115.39
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6531.67,6195.59
4573701,Z0UR_2000332476_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6182.5,6002.11
4573857,Z0UR_2000334074_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6224.17,6042.21
4573858,Z0UR_2000334075_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6306.67,6122.41
4573737,Z0UR_2000332168_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6595,6403.11
4573787,Z0UR_2000333371_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6636.67,6443.21
4573788,Z0UR_2000333370_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6719.17,6523.41
5282326,Z0UR_2000424845_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6707.5,6512.39
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6749.17,6552.49
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6831.67,6632.69
4573720,Z0UR_2000332496_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6482.5,6293.84
4573895,Z0UR_2000334112_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6524.17,6333.94
4573896,Z0UR_2000334113_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6606.67,6414.14
4573756,Z0UR_ 2000365660_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6895,6694.84
4573824,Z0UR_2000333270_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6936.67,6734.94
4573825,Z0UR_2000333269_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7019.17,6815.14
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7007.5,6804.12
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7049.17,6844.22
5450378,Z0UR_2000459521_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7131.67,6924.42
4573721,Z0UR_2000332497_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7082.5,6731.93
4573897,Z0UR_2000334114_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7124.17,6772.03
4573898,Z0UR_2000334115_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7206.67,6852.23
4573757,Z0UR_2000332191_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7495,7132.93
4573826,Z0UR_2000333268_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7536.67,7173.03
4573827,Z0UR_2000333267_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7619.17,7253.23
5457949,Z0UR_2000461980_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7607.5,7242.21
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7649.17,7282.31
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7731.67,7362.51
5240994,Z0UR_2000415088_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,8582.5,8335.94
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,8624.17,8376.04
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,8706.67,8456.24
5240986,Z0UR_2000415071_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,8995,8736.94
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9036.67,8777.04
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9119.17,8857.24
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9107.5,8846.22
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9149.17,8886.32
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9231.67,8966.52
5242498,Z0UR_2000415169_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,8882.5,8627.67
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,8924.17,8667.77
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9006.67,8747.97
