"SAP Num","Manufacturer part no.","Base model code","Processor","Memory","HDD","Graphics","Keyboard Options","Power","Colour","Stock","ALP","DAC"
5518052,"Z0Y1_24_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3157.5,3001.75
5518287,"Z0Y1_36_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3232.5,3072.93
5518320,"Z0Y1_40_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3307.5,3145.11
5518053,"Z0Y1_25_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4057.5,3858.9
5518288,"Z0Y1_37_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4132.5,3930.08
5518321,"Z0Y1_41_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4207.5,4002.26
5518651,"Z0Y1_8_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2557.5,2430.32
5518657,"Z0Y1_14_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2632.5,2501.5
5518659,"Z0Y1_16_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2707.5,2573.68
5518360,"Z0Y1_2000479155_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2707.5,2573.68
5518444,"Z0Y1_74_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2782.5,2644.86
5518481,"Z0Y1_2000478897_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2857.5,2717.04
5518361,"Z0Y1_2000478159_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3007.5,2859.39
5518445,"Z0Y1_75_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3082.5,2930.57
5518482,"Z0Y1_2000478160_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3157.5,3002.75
5518362,"Z0Y1_2000478645_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3457.5,3287.46
5518446,"Z0Y1_76_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3532.5,3358.64
5518483,"Z0Y1_84_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3607.5,3430.82
5518363,"Z0Y1_53_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4357.5,4144.61
5518447,"Z0Y1_77_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4432.5,4215.79
5518484,"Z0Y1_85_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4507.5,4287.97
5518652,"Z0Y1_9_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2857.5,2716.04
5518658,"Z0Y1_15_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2932.5,2787.22
5518660,"Z0Y1_17_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3007.5,2859.4
5518364,"Z0Y1_2000478647_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3007.5,2859.4
5518477,"Z0Y1_2000478291_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3082.5,2930.58
5518485,"Z0Y1_2000481328_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3157.5,3002.76
5518365,"Z0Y1_55_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3307.5,3145.11
5518478,"Z0Y1_79_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3382.5,3216.29
5518486,"Z0Y1_87_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3457.5,3288.47
5518366,"Z0Y1_56_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3757.5,3573.18
5518479,"Z0Y1_80_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3832.5,3644.36
5518516,"Z0Y1_2000478898_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3907.5,3716.54
5518367,"Z0Y1_2000475500_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4657.5,4430.33
5518480,"Z0Y1_81_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4732.5,4501.51
5518517,"Z0Y1_2000485687_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4807.5,4573.69
5507893,"MVVK2B/A","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","16GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",411,2332.5,2216
5523770,"Z0Y0_2000475511_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","16GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,2407.5,2287.18
5522870,"Z0Y0_2000475503_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","16GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,2632.5,2501.71
5522886,"Z0Y0_18_UK_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","16GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,2707.5,2572.89
5522881,"Z0Y0_13_UK_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","16GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3082.5,2930.79
5522887,"Z0Y0_19_UK_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","16GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3157.5,3001.97
5522882,"Z0Y0_14_UK_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","16GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3982.5,3787.93
5522888,"Z0Y0_20_UK_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","16GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,4057.5,3859.11
5523782,"Z0Y0_2000475512_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","32GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,2632.5,2501.71
5523786,"Z0Y0_2000475515_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","32GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,2707.5,2572.89
5523075,"Z0Y0_2000476212_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","32GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,2932.5,2787.42
5523157,"Z0Y0_2000475507_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","32GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3007.5,2858.6
5523076,"Z0Y0_2000478899_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","32GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3382.5,3216.5
5523158,"Z0Y0_2000479797_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","32GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3457.5,3287.68
5523077,"Z0Y0_26_UK_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","32GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,4282.5,4073.64
5523159,"Z0Y0_2000486287_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","32GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,4357.5,4144.82
5523783,"Z0Y0_2000478900_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","64GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,2932.5,2787.43
5523787,"Z0Y0_2000475516_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","64GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3007.5,2858.61
5523078,"Z0Y0_2000478161_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","64GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3232.5,3073.14
5523160,"Z0Y0_2000475774_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","64GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3307.5,3144.32
5523079,"Z0Y0_28_UK_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","64GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3682.5,3502.22
5523171,"Z0Y0_2000478162_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","64GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3757.5,3573.4
5523080,"Z0Y0_29_UK_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","64GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,4582.5,4359.36
5523232,"Z0Y0_41_UK_CTO","MVVK2B/A","2.3GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 4.8GHz","64GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,4657.5,4430.54
5523709,"Z0Y0_2000478296_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",6,2482.5,2359.36
5523781,"Z0Y0_2000478123_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,2557.5,2430.54
5522883,"Z0Y0_15_UK_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,2782.5,2645.07
5522889,"Z0Y0_21_UK_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,2857.5,2716.25
5522884,"Z0Y0_16_UK_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3232.5,3074.15
5523073,"Z0Y0_22_UK_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3307.5,3145.33
5522885,"Z0Y0_17_UK_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,4132.5,3931.29
5523074,"Z0Y0_23_UK_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,4207.5,4002.47
5523784,"Z0Y0_2000475514_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,2782.5,2645.07
5523788,"Z0Y0_2000475518_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",1,2857.5,2716.25
5523091,"Z0Y0_2000475504_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3082.5,2930.78
5523233,"Z0Y0_2000475508_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3157.5,3001.96
5523152,"Z0Y0_2000475505_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3532.5,3359.86
5523234,"Z0Y0_2000475509_CTO","MVVK2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3607.5,3431.04
